Time (s)	Fx	Fy	Fz	Mx	My	Mz	COPx	COPy
0.000000	-5.898528	-4.992959	-19.441804	0.490758	-0.215757	0.113444	-0.011098	-0.025242
0.010000	-6.153675	-5.331567	-24.075764	0.474509	-0.208627	0.077826	-0.008665	-0.019709
0.020000	-5.138109	-6.770746	-25.646574	-0.134424	-0.348995	-0.220633	-0.013608	0.005241
0.030000	-6.026938	-5.585555	-24.159450	0.668774	-0.232331	0.100688	-0.009617	-0.027682
0.040000	-6.409659	-6.347358	-21.922598	0.092865	-0.260558	-0.106854	-0.011885	-0.004236
0.050000	-6.706214	-6.135776	-20.514717	0.065966	-0.145529	-0.040120	-0.007094	-0.003216
0.060000	-5.732895	-5.881821	-22.668655	0.153272	-0.337345	-0.193339	-0.014882	-0.006761
0.070000	-6.494987	-6.559068	-22.087490	-0.029254	-0.264735	-0.137443	-0.011986	0.001324
0.080000	-5.049433	-4.442738	-25.484579	0.812563	-0.205325	0.151056	-0.008057	-0.031884
0.090000	-4.415332	-4.993056	-26.889595	0.491825	-0.145387	-0.004719	-0.005407	-0.018291
0.100000	-6.493313	-5.289193	-19.772266	0.405578	-0.204559	0.065642	-0.010346	-0.020512
0.110000	-6.112267	-5.627704	-17.868644	0.239630	-0.255665	-0.083920	-0.014308	-0.013411
0.120000	-4.796797	-5.374070	-25.067759	0.212051	-0.163582	-0.002465	-0.006526	-0.008459
0.130000	-5.647985	-6.305145	-25.316016	0.041639	-0.313749	-0.193003	-0.012393	-0.001645
0.140000	-5.517063	-5.627865	-23.909809	0.257167	-0.257612	-0.001324	-0.010774	-0.010756
0.150000	-6.367832	-6.135776	-21.343494	0.132226	-0.248523	-0.100764	-0.011644	-0.006195
0.160000	-6.579478	-6.643720	-23.163494	0.090824	-0.239104	-0.076105	-0.010322	-0.003921
0.170000	-5.647985	-6.474448	-25.563467	-0.065927	-0.284054	-0.210652	-0.011112	0.002579
0.180000	-4.967453	-6.262803	-23.164331	0.072475	-0.261014	-0.132644	-0.011268	-0.003129
0.190000	-6.366995	-6.178118	-21.839459	0.001964	-0.248572	-0.099469	-0.011382	-0.000090
0.200000	-5.049851	-4.696790	-22.338709	0.526489	-0.205075	0.115256	-0.009180	-0.023568
0.210000	-5.220926	-5.331599	-23.909680	0.309070	-0.183762	-0.010611	-0.007686	-0.012927
0.220000	-4.624885	-4.358086	-21.512540	0.741667	-0.224212	0.140293	-0.010422	-0.034476
0.230000	-5.264009	-5.882046	-23.907684	0.070878	-0.086636	-0.002293	-0.003624	-0.002965
0.240000	-5.858794	-6.093434	-22.584744	0.080806	-0.254070	-0.137916	-0.011250	-0.003578
0.250000	-6.155768	-6.728404	-24.156391	0.028713	-0.218828	-0.110341	-0.009059	-0.001189
0.260000	-5.773047	-6.347326	-20.930184	0.125791	-0.289462	-0.129673	-0.013830	-0.006010
0.270000	-5.558053	-5.247076	-22.668945	0.420654	-0.209708	0.159660	-0.009251	-0.018556
0.280000	-6.451486	-5.543181	-22.833838	0.302431	-0.232736	0.000858	-0.010193	-0.013245
0.290000	-4.585151	-6.008976	-26.972122	0.325530	-0.243000	-0.026926	-0.009009	-0.012069
0.300000	-4.753714	-5.628090	-25.564337	0.125032	-0.221180	0.012426	-0.008652	-0.004891
0.310000	-6.196339	-5.077579	-20.600495	0.627294	-0.170529	0.130690	-0.008278	-0.030450
0.320000	-6.238166	-5.077579	-19.523204	0.312726	-0.142680	0.072288	-0.007308	-0.016018
0.330000	-6.452742	-6.304984	-19.440452	0.156640	-0.282189	-0.138847	-0.014516	-0.008057
0.340000	-4.710632	-5.501064	-25.813463	0.466474	-0.149550	0.101397	-0.005793	-0.018071
0.350000	-5.093352	-5.120050	-23.910871	0.464337	-0.237170	0.045004	-0.009919	-0.019419
0.360000	-5.049014	-4.654384	-21.263801	0.607032	-0.274419	0.131994	-0.012905	-0.028548
0.370000	-6.453160	-6.558972	-21.756707	-0.062456	-0.302398	-0.215820	-0.013899	0.002871
0.380000	-4.795123	-4.781442	-23.663356	0.696295	-0.192998	0.141711	-0.008156	-0.029425
0.390000	-4.754970	-5.289418	-26.474675	0.158465	-0.191496	-0.043206	-0.007233	-0.005986
0.400000	-7.216927	-6.601249	-19.853987	0.154459	-0.309028	-0.151741	-0.015565	-0.007780
0.410000	-5.645474	-6.432203	-25.066504	-0.034815	-0.224337	-0.062266	-0.008950	0.001389
0.420000	-4.923115	-4.315809	-21.428307	0.458422	-0.208829	0.062017	-0.009745	-0.021393
0.430000	-6.153675	-5.162295	-22.338387	0.615151	-0.198515	0.136477	-0.008887	-0.027538
0.440000	-4.754552	-5.373909	-23.579927	0.277955	-0.340117	-0.088680	-0.014424	-0.011788
0.450000	-4.202431	-5.458722	-25.813946	0.563648	-0.125098	0.057924	-0.004846	-0.021835
0.460000	-6.408822	-5.543213	-20.930248	0.285734	-0.220607	0.019665	-0.010540	-0.013652
0.470000	-6.792798	-6.939953	-22.500672	-0.126708	-0.269185	-0.212489	-0.011963	0.005631
0.480000	-6.535977	-5.458464	-19.689030	0.231796	-0.256355	-0.025637	-0.013020	-0.011773
0.490000	-4.583058	-4.315809	-26.478732	0.905960	-0.282377	0.126854	-0.010664	-0.034215
0.500000	-6.113104	-6.516790	-23.493859	-0.047647	-0.196896	-0.110118	-0.008381	0.002028
0.510000	-6.111848	-5.458464	-20.599562	0.281602	-0.246035	-0.029721	-0.011944	-0.013670
0.520000	-4.880451	-4.950843	-26.393694	0.489728	-0.247112	0.097231	-0.009363	-0.018555
0.530000	-7.047108	-6.262642	-18.447072	0.055119	-0.310599	-0.189376	-0.016837	-0.002988
0.540000	-6.577804	-5.754891	-21.011712	0.113892	-0.159245	0.031681	-0.007579	-0.005420
0.550000	-5.220926	-4.612042	-25.815684	0.589119	-0.352708	0.013895	-0.013663	-0.022820
0.560000	-6.538488	-7.363213	-24.653161	-0.039913	-0.336648	-0.219056	-0.013655	0.001619
0.570000	-7.638963	-6.093305	-17.370167	0.195706	-0.110399	0.033493	-0.006356	-0.011267
0.580000	-4.498567	-5.120082	-26.063007	0.563937	-0.228705	0.077014	-0.008775	-0.021637
0.590000	-4.923115	-4.654416	-23.082577	0.342478	-0.169285	0.037680	-0.007334	-0.014837
0.600000	-6.154093	-5.373813	-21.346038	0.724471	-0.238144	0.109282	-0.011156	-0.033939
0.610000	-5.387396	-4.146601	-21.843517	0.897129	-0.181405	0.325971	-0.008305	-0.041071
0.620000	-4.626559	-4.527487	-25.152605	0.485712	-0.244686	0.034120	-0.009728	-0.019311
0.630000	-6.917442	-5.754794	-19.688386	0.179895	-0.234983	0.003355	-0.011935	-0.009137
0.640000	-5.347244	-4.527390	-23.665030	0.882577	-0.318733	0.138536	-0.013469	-0.037295
0.650000	-6.281248	-5.712517	-21.758446	0.558687	-0.154906	0.119836	-0.007119	-0.025677
0.660000	-5.093352	-4.739068	-23.413521	0.280507	-0.217286	-0.001335	-0.009280	-0.011981
0.670000	-6.746786	-5.077450	-16.545189	0.411501	-0.246161	0.094559	-0.014878	-0.024871
0.680000	-6.196757	-6.135809	-20.846917	0.165289	-0.220405	-0.023236	-0.010573	-0.007929
0.690000	-4.839043	-5.628122	-28.130201	0.208191	-0.255364	0.015685	-0.009078	-0.007401
0.700000	-6.579897	-5.924098	-19.935709	-0.060151	-0.228792	-0.163575	-0.011476	0.003017
0.710000	-4.711050	-4.527390	-25.650631	0.816723	-0.268590	0.077840	-0.010471	-0.031840
0.720000	-4.670898	-6.728565	-26.639149	-0.003852	-0.207506	-0.099993	-0.007790	0.000145
0.730000	-6.621724	-6.135776	-21.177185	-0.000068	-0.240908	-0.104877	-0.011376	0.000003
0.740000	-4.796378	-4.739132	-24.242073	0.578521	-0.183217	0.072388	-0.007558	-0.023864
0.750000	-4.966198	-5.162328	-24.656349	0.483084	-0.320562	0.003463	-0.013001	-0.019593
0.760000	-5.304580	-5.585619	-22.586032	0.387285	-0.207491	0.073712	-0.009187	-0.017147
0.770000	-5.940773	-4.569732	-21.842873	0.586405	-0.287448	0.137901	-0.013160	-0.026847
0.780000	-6.410915	-6.389700	-21.592620	0.161048	-0.359890	-0.163113	-0.016667	-0.007458
0.790000	-6.706633	-6.897708	-23.577029	-0.045842	-0.294948	-0.114119	-0.012510	0.001944
0.800000	-5.177425	-4.569668	-21.511832	0.619458	-0.230904	0.085062	-0.010734	-0.028796
0.810000	-4.923533	-5.162392	-24.241043	0.267880	-0.229111	0.007744	-0.009451	-0.011051
0.820000	-6.369925	-6.685965	-22.666981	-0.138906	-0.348209	-0.310635	-0.015362	0.006128
