Time (s)	Fx	Fy	Fz	Mx	My	Mz	COPx	COPy
0.000000	-4.924371	-5.331599	-25.235163	0.408598	-0.308725	-0.047796	-0.012234	-0.016192
0.010000	-4.837787	-4.696726	-21.926043	0.576021	-0.304066	0.072719	-0.013868	-0.026271
0.020000	-7.003607	-6.770650	-20.928864	-0.019336	-0.269122	-0.125525	-0.012859	0.000924
0.030000	-7.087679	-5.754730	-18.281664	0.163071	-0.252899	-0.045019	-0.013833	-0.008920
0.040000	-6.240259	-6.474448	-23.245731	-0.033154	-0.212907	-0.108020	-0.009159	0.001426
0.050000	-6.156186	-6.262770	-23.743757	0.022790	-0.347883	-0.174798	-0.014652	-0.000960
0.060000	-6.195920	-5.585458	-21.179889	0.568945	-0.220214	0.099252	-0.010397	-0.026863
0.070000	-5.179518	-6.601475	-25.149224	-0.043337	-0.191998	-0.108327	-0.007634	0.001723
0.080000	-6.027776	-5.966505	-22.915656	0.107782	-0.222448	-0.070869	-0.009707	-0.004703
0.090000	-5.518737	-5.839543	-23.992432	0.217702	-0.267646	-0.067774	-0.011155	-0.009074
0.100000	-5.604902	-6.389796	-24.073929	0.095308	-0.202351	-0.130152	-0.008405	-0.003959
0.110000	-4.626141	-4.866062	-24.408705	0.650744	-0.274329	0.064306	-0.011239	-0.026660
0.120000	-4.583895	-5.628122	-26.805941	0.307281	-0.163493	0.066415	-0.006099	-0.011463
0.130000	-7.003607	-6.008815	-21.425988	0.076480	-0.269118	-0.072342	-0.012560	-0.003570
0.140000	-5.433828	-5.712549	-23.165329	0.277673	-0.283327	-0.062444	-0.012231	-0.011987
0.150000	-6.368251	-6.982360	-23.659234	-0.124525	-0.248926	-0.172377	-0.010521	0.005263
0.160000	-5.262334	-5.416380	-26.228254	0.412758	-0.325032	0.061619	-0.012392	-0.015737
0.170000	-6.876452	-6.686062	-22.997217	-0.072700	-0.233483	-0.109664	-0.010153	0.003161
0.180000	-6.834207	-6.812992	-21.754969	-0.182679	-0.161789	-0.151780	-0.007437	0.008397
0.190000	-6.282923	-5.627768	-19.937866	0.289613	-0.293890	-0.090874	-0.014740	-0.014526
0.200000	-6.068765	-5.458561	-21.179825	0.629069	-0.174382	0.143220	-0.008233	-0.029701
0.210000	-5.303324	-4.231124	-20.269744	0.586509	-0.147440	0.187310	-0.007274	-0.028935
0.220000	-6.366995	-6.305048	-21.674245	0.140505	-0.228708	-0.070212	-0.010552	-0.006483
0.230000	-4.796797	-5.543342	-25.564949	0.286346	-0.203306	-0.008479	-0.007953	-0.011201
0.240000	-5.816130	-5.966440	-22.171627	0.124233	-0.301596	-0.135452	-0.013603	-0.005603
0.250000	-5.770954	-5.077644	-20.518258	0.544545	-0.259366	0.127713	-0.012641	-0.026540
0.260000	-7.130343	-5.500839	-20.102501	0.349638	-0.175617	0.059100	-0.008736	-0.017393
0.270000	-6.365321	-4.992959	-20.104272	0.490719	-0.277900	0.114343	-0.013823	-0.024409
0.280000	-6.537233	-6.305112	-22.170919	0.074274	-0.276620	-0.098555	-0.012477	-0.003350
0.290000	-5.262753	-5.035334	-25.153120	0.443887	-0.374549	0.011267	-0.014891	-0.017647
0.300000	-5.942866	-6.601442	-22.999052	0.088633	-0.327644	-0.097093	-0.014246	-0.003854
0.310000	-5.008443	-5.543342	-23.412394	0.219932	-0.133826	0.022503	-0.005716	-0.009394
0.320000	-6.071277	-6.728340	-24.322604	0.062029	-0.314198	-0.165354	-0.012918	-0.002550
0.330000	-6.284179	-6.855334	-23.742598	0.051465	-0.234956	-0.168737	-0.009896	-0.002168
0.340000	-6.113522	-6.389668	-22.584583	-0.004348	-0.286138	-0.187936	-0.012670	0.000193
0.350000	-7.002351	-5.966408	-18.364674	0.189834	-0.278625	-0.014459	-0.015172	-0.010337
0.360000	-5.771373	-5.077740	-26.558651	0.363473	-0.289927	0.075787	-0.010916	-0.013686
0.370000	-5.348918	-5.670271	-26.226547	0.060971	-0.309432	-0.096855	-0.011798	-0.002325
0.380000	-6.238584	-5.500807	-20.516262	0.366238	-0.122921	0.060759	-0.005991	-0.017851
0.390000	-4.965779	-4.950682	-24.241429	0.456246	-0.171488	0.043610	-0.007074	-0.018821
0.400000	-6.535140	-5.331535	-18.200490	0.490156	-0.236188	0.124491	-0.012977	-0.026931
0.410000	-6.281667	-6.093499	-21.673472	-0.002104	-0.184876	-0.055091	-0.008530	0.000097
0.420000	-5.390326	-4.739068	-22.834836	0.296993	-0.301006	-0.002540	-0.013182	-0.013006
0.430000	-5.346825	-5.077740	-22.255345	0.296692	-0.288961	0.058002	-0.012984	-0.013331
0.440000	-6.491220	-4.442642	-16.131106	0.430591	-0.164305	0.189903	-0.010186	-0.026693
0.450000	-4.584314	-4.739132	-24.655802	0.429625	-0.242623	0.018708	-0.009840	-0.017425
0.460000	-6.238166	-5.119889	-20.682185	0.480326	-0.103013	0.123770	-0.004981	-0.023224
