Time (s)	Fx	Fy	Fz	Mx	My	Mz	COPx	COPy
0.000000	-5.690649	-6.897740	-27.135340	-0.095022	-0.256493	-0.207626	-0.009452	0.003502
0.010000	-5.432153	-4.569700	-20.601848	0.735255	-0.233120	0.137088	-0.011315	-0.035689
0.020000	-5.473980	-4.654448	-22.587384	0.805833	-0.136033	0.218098	-0.006023	-0.035676
0.030000	-6.198432	-6.135712	-21.426214	0.049580	-0.290117	-0.174636	-0.013540	-0.002314
0.040000	-5.475236	-5.204605	-21.924337	0.368880	-0.255326	0.006033	-0.011646	-0.016825
0.050000	-6.963036	-7.405523	-23.411171	-0.153903	-0.327112	-0.262666	-0.013972	0.006574
0.060000	-4.115428	-4.654609	-27.718662	0.574934	-0.270085	0.142977	-0.009744	-0.020742
0.070000	-6.283760	-6.516758	-23.079711	-0.196628	-0.234871	-0.207246	-0.010177	0.008520
0.080000	-6.919535	-6.389603	-19.026756	0.210186	-0.274696	-0.117253	-0.014437	-0.011047
0.090000	-5.261079	-4.781410	-21.924916	0.480906	-0.245000	0.133415	-0.011175	-0.021934
0.100000	-4.880869	-4.950714	-23.414230	0.555485	-0.167335	0.075827	-0.007147	-0.023724
0.110000	-6.790705	-5.543181	-18.942812	0.053737	-0.179152	-0.044606	-0.009457	-0.002837
0.120000	-6.706214	-5.754698	-19.606310	0.196358	-0.294321	-0.083111	-0.015012	-0.010015
0.130000	-4.455485	-4.823720	-23.745721	0.582497	-0.186657	0.096089	-0.007861	-0.024531
0.140000	-6.367832	-6.686094	-23.659363	-0.072569	-0.229022	-0.127601	-0.009680	0.003067
0.150000	-6.790287	-5.839479	-20.267233	0.134393	-0.199154	-0.001725	-0.009826	-0.006631
0.160000	-6.284597	-6.982295	-24.156745	-0.124521	-0.364116	-0.274214	-0.015073	0.005155
0.170000	-5.474399	-4.654352	-20.766837	0.640015	-0.215302	0.123844	-0.010368	-0.030819
0.180000	-5.517900	-5.754955	-24.074412	0.164042	-0.198117	-0.008192	-0.008229	-0.006814
0.190000	-5.389071	-4.400396	-22.091612	0.793439	-0.211295	0.171902	-0.009565	-0.035916
0.200000	-6.451905	-5.797201	-20.101278	-0.033051	-0.222695	-0.099579	-0.011079	0.001644
0.210000	-5.052363	-6.135841	-25.233972	0.281781	-0.255337	-0.078296	-0.010119	-0.011167
0.220000	-6.451067	-5.627865	-19.439550	0.124113	-0.162915	-0.006925	-0.008381	-0.006385
0.230000	-6.705796	-5.500839	-19.936804	0.250426	-0.195014	0.013982	-0.009782	-0.012561
0.240000	-6.622142	-6.093370	-20.267136	-0.018854	-0.270591	-0.164950	-0.013351	0.000930
0.250000	-6.536814	-5.797040	-21.345168	0.513048	-0.256526	0.011828	-0.012018	-0.024036
0.260000	-5.473980	-4.908404	-20.351917	0.569535	-0.125925	0.173666	-0.006187	-0.027984
0.270000	-7.131181	-5.627704	-19.274271	0.256309	-0.135851	-0.031208	-0.007048	-0.013298
0.280000	-6.963036	-7.405491	-20.265977	-0.154400	-0.247287	-0.266988	-0.012202	0.007619
0.290000	-6.407566	-5.289225	-20.186284	0.356082	-0.270063	0.073641	-0.013379	-0.017640
0.300000	-5.091260	-4.527390	-21.594358	0.667125	-0.177128	0.171438	-0.008203	-0.030893
0.310000	-5.985530	-5.966537	-22.831906	-0.074226	-0.190664	-0.108876	-0.008351	0.003251
0.320000	-5.178262	-4.908243	-22.339546	0.602879	-0.290703	0.016791	-0.013013	-0.026987
0.330000	-5.220089	-5.162392	-22.420978	0.466182	-0.203374	0.089019	-0.009071	-0.020792
0.340000	-4.668386	-5.416477	-26.806038	0.131650	-0.266902	0.029002	-0.009957	-0.004911
0.350000	-5.218833	-4.400396	-20.352239	0.545138	-0.153399	0.144206	-0.007537	-0.026785
0.360000	-4.626141	-4.823849	-26.807905	0.367792	-0.344192	0.032747	-0.012839	-0.013720
0.370000	-5.008024	-4.993024	-22.753726	0.722821	-0.272613	0.097971	-0.011981	-0.031767
0.380000	-6.028613	-6.305209	-24.072866	-0.074301	-0.163096	-0.106101	-0.006775	0.003087
0.390000	-5.603647	-6.178151	-24.322765	0.068534	-0.271795	-0.106024	-0.011175	-0.002818
0.400000	-5.263590	-6.262803	-22.583842	-0.175846	-0.245407	-0.144494	-0.010866	0.007786
0.410000	-6.113522	-6.389700	-23.330254	0.210938	-0.296138	-0.121478	-0.012693	-0.009041
0.420000	-6.365739	-5.543245	-19.771010	0.252416	-0.138935	0.068590	-0.007027	-0.012767
0.430000	-4.755807	-5.374006	-25.233618	0.212029	-0.201339	-0.090602	-0.007979	-0.008403
0.440000	-6.832532	-5.881821	-18.363998	0.152757	-0.210927	0.013437	-0.011486	-0.008318
0.450000	-4.795541	-4.527422	-25.237611	0.965530	-0.282472	0.135094	-0.011192	-0.038258
0.460000	-4.498149	-4.866159	-24.159385	0.501853	-0.218561	0.101150	-0.009047	-0.020773
0.470000	-6.707889	-6.685998	-22.665822	-0.205132	-0.245245	-0.224190	-0.010820	0.009050
0.480000	-6.580315	-6.474287	-20.267619	0.032486	-0.308285	-0.195859	-0.015211	-0.001603
0.490000	-4.710632	-5.755116	-27.633591	0.214152	-0.229251	0.067389	-0.008296	-0.007750
0.500000	-7.386746	-6.897547	-20.597082	-0.079447	-0.227916	-0.205029	-0.011065	0.003857
0.510000	-5.558890	-4.908469	-23.413199	0.288651	-0.199911	0.097706	-0.008538	-0.012329
0.520000	-5.900202	-5.204541	-21.842840	0.650138	-0.285574	0.044377	-0.013074	-0.029764
0.530000	-6.535977	-6.051060	-21.675565	0.492211	-0.196947	0.072110	-0.009086	-0.022708
0.540000	-6.577385	-5.289161	-17.537024	0.256551	-0.198552	0.047229	-0.011322	-0.014629
0.550000	-6.407148	-5.077547	-21.925914	0.726730	-0.299938	0.176015	-0.013680	-0.033145
0.560000	-7.472912	-7.574827	-21.919764	-0.443825	-0.272035	-0.376212	-0.012411	0.020248
0.570000	-5.179518	-5.881853	-23.331188	0.285780	-0.310845	-0.089353	-0.013323	-0.012249
0.580000	-6.323075	-5.585555	-20.681670	0.304278	-0.166802	0.077707	-0.008065	-0.014712
0.590000	-6.366158	-5.416187	-21.509385	0.395464	-0.129172	0.068409	-0.006005	-0.018386
0.600000	-6.154093	-5.119921	-20.931504	0.629378	-0.168540	0.124491	-0.008052	-0.030068
0.610000	-6.751809	-7.320774	-22.749476	-0.158086	-0.356616	-0.347820	-0.015676	0.006949
0.620000	-4.795123	-4.993120	-23.829053	0.673367	-0.232742	0.141592	-0.009767	-0.028258
0.630000	-6.963455	-6.982295	-21.175220	-0.389611	-0.237562	-0.326719	-0.011219	0.018399
0.640000	-5.432990	-5.670304	-26.144439	0.243001	-0.303498	-0.013678	-0.011609	-0.009295
0.650000	-6.580734	-6.559004	-19.852828	-0.178552	-0.298406	-0.262363	-0.015031	0.008994
0.660000	-6.154093	-5.754762	-20.351466	0.345392	-0.238075	0.002588	-0.011698	-0.016971
0.670000	-5.389071	-5.247108	-25.233940	0.338380	-0.211875	0.109633	-0.008396	-0.013410
0.680000	-4.625722	-5.374167	-27.468312	0.195924	-0.264923	0.054777	-0.009645	-0.007133
0.690000	-5.943285	-6.262835	-24.819245	0.072709	-0.288171	-0.098254	-0.011611	-0.002930
0.700000	-5.815293	-5.246851	-23.250368	0.635728	-0.370998	0.007096	-0.015957	-0.027343
0.710000	-4.837368	-5.331760	-28.960331	0.591015	-0.354513	0.106933	-0.012241	-0.020408
0.720000	-6.493313	-5.119889	-20.599401	0.430732	-0.145086	0.086876	-0.007043	-0.020910
0.730000	-6.281248	-5.543149	-21.427083	0.451171	-0.154864	0.071095	-0.007227	-0.021056
0.740000	-6.068765	-4.908179	-18.862732	0.436947	-0.273526	0.031582	-0.014501	-0.023165
0.750000	-5.433828	-6.432171	-24.985619	0.213221	-0.303427	-0.064022	-0.012144	-0.008534
0.760000	-5.260660	-4.358151	-20.600528	0.559654	-0.145481	0.200549	-0.007062	-0.027167
0.770000	-5.049851	-4.104195	-21.925786	0.679983	-0.214912	0.145554	-0.009802	-0.031013
0.780000	-5.432153	-5.035366	-22.751826	0.294613	-0.273192	0.030225	-0.012007	-0.012949
0.790000	-6.663550	-5.543020	-19.110119	0.417787	-0.212715	0.013378	-0.011131	-0.021862
0.800000	-5.517063	-6.601539	-25.646542	0.023016	-0.287739	-0.013227	-0.011219	-0.000897
0.810000	-6.323912	-6.008718	-20.267973	0.175624	-0.256222	-0.055855	-0.012642	-0.008665
0.820000	-5.135598	-5.331792	-27.881848	0.177333	-0.259618	0.023909	-0.009311	-0.006360
0.830000	-5.859631	-6.051124	-22.916203	0.144990	-0.273986	-0.154489	-0.011956	-0.006327
0.840000	-5.560983	-6.432106	-24.985683	0.213153	-0.309499	-0.076465	-0.012387	-0.008531
0.850000	-6.153256	-5.077579	-20.683022	0.478385	-0.218162	0.098319	-0.010548	-0.023129
0.860000	-5.561820	-6.432203	-24.238435	-0.035015	-0.140737	-0.093103	-0.005806	0.001445
0.870000	-6.663550	-4.950553	-18.944486	0.157617	-0.312041	-0.066256	-0.016471	-0.008320
0.880000	-5.348081	-6.305177	-25.978194	0.074966	-0.319349	-0.065394	-0.012293	-0.002886
0.890000	-6.749716	-7.151599	-23.741825	-0.132919	-0.257325	-0.175909	-0.010838	0.005599
0.900000	-6.748041	-6.008782	-20.599079	0.274961	-0.236871	0.023167	-0.011499	-0.013348
0.910000	-5.516644	-4.104066	-19.276300	0.480986	-0.157590	0.100669	-0.008175	-0.024952
0.920000	-7.006119	-7.659382	-21.011262	-0.257912	-0.378587	-0.393405	-0.018018	0.012275
0.930000	-6.197176	-6.093499	-22.667174	0.163523	-0.180901	-0.023326	-0.007981	-0.007214
0.940000	-6.069602	-5.627833	-19.605312	0.157264	-0.164496	-0.034735	-0.008390	-0.008021
0.950000	-6.324750	-5.966505	-21.756772	0.107647	-0.196862	-0.055797	-0.009048	-0.004948
0.960000	-5.136854	-5.712549	-23.579670	0.161858	-0.398235	-0.127124	-0.016889	-0.006864
0.970000	-4.964942	-4.696823	-26.062556	0.477458	-0.231253	0.098880	-0.008873	-0.018320
0.980000	-6.068347	-5.543181	-21.924562	0.616741	-0.184404	0.138820	-0.008411	-0.028130
