Time (s)	Fx	Fy	Fz	Mx	My	Mz	COPx	COPy
0.000000	-7.843461	-3.423406	433.469463	2.418661	-7.292074	0.975899	0.016823	0.005580
0.010000	-8.349569	-1.603148	439.258796	3.058122	-7.315374	0.989725	0.016654	0.006962
0.020000	-6.865118	-1.264830	432.801812	3.009504	-7.522833	1.028842	0.017382	0.006954
0.030000	-8.099027	-2.492202	436.859178	2.587927	-7.512170	0.912535	0.017196	0.005924
0.040000	-9.240910	-2.068878	440.996656	2.666060	-7.506796	1.053853	0.017022	0.006046
0.050000	-7.671968	-1.984291	439.918785	2.777846	-7.620219	1.005872	0.017322	0.006314
0.060000	-8.141272	-4.227583	434.209081	2.439629	-7.852069	0.961973	0.018084	0.005619
0.070000	-7.417658	-2.111478	435.035380	2.569311	-7.817058	1.063380	0.017969	0.005906
0.080000	-8.267172	-2.830939	438.428217	2.652930	-7.827619	1.026585	0.017854	0.006051
0.090000	-7.120265	-1.730432	436.437819	3.228822	-7.951254	1.021310	0.018219	0.007398
0.100000	-7.037030	-2.492363	434.784193	2.736168	-8.046893	0.996811	0.018508	0.006293
0.110000	-6.655147	-1.942206	437.017277	2.725654	-8.137402	1.006881	0.018620	0.006237
0.120000	-7.630559	-2.492363	438.341376	2.685615	-8.203920	1.028242	0.018716	0.006127
0.130000	-6.908201	-2.407776	437.761145	2.731219	-8.258657	1.077167	0.018866	0.006239
0.140000	-7.886962	-3.550432	439.002652	2.504497	-8.414766	0.957879	0.019168	0.005705
0.150000	-6.612901	-2.280911	434.614568	2.758398	-8.443328	1.036607	0.019427	0.006347
0.160000	-8.268846	-3.423534	437.597122	2.283501	-8.383643	0.990764	0.019158	0.005218
0.170000	-8.096934	-1.857394	442.809251	2.720469	-8.265420	1.012859	0.018666	0.006144
0.180000	-6.823291	-1.772774	436.349787	3.379062	-8.443149	1.020807	0.019349	0.007744
0.190000	-7.293852	-3.338882	434.203544	2.329765	-8.426690	0.935509	0.019407	0.005366
0.200000	-8.393489	-1.349385	442.808639	2.729320	-8.359170	0.996354	0.018878	0.006164
