DA_OA	DM_AF	DM_OA	JO_OF	JO_OA	KJ_OF	KJ_OA
-0.013286	-0.009631	-0.010838	-0.003543	-0.010919	-0.010918	-0.00861
-0.013383	-0.012041	-0.01098	-0.014123	-0.008752	-0.010868	-0.009737
-0.013347	-0.012241	-0.012626	-0.010636	-0.011445	-0.008503	-0.010893
-0.013438	-0.013227	-0.015471	-0.011886	-0.010264	-0.014386	-0.014884
-0.013261	-0.008398	-0.012901	-0.011167	-0.011242	-0.013032	-0.013191
-0.013293	-0.014971	-0.00765	-0.014091	-0.015311	-0.011928	-0.01005
-0.013296	-0.010082	-0.014128	-0.009975	-0.006556	-0.010266	-0.011444
-0.013381	-0.00882	-0.005044	-0.008979	-0.013994	-0.013786	-0.011229
-0.013326	-0.00724	-0.010333	-0.010912	-0.01307	-0.014216	-0.011279
-0.013545	-0.017086	-0.007631	-0.012167	-0.009468	-0.012263	-0.014528
-0.01334	-0.01502	-0.009886	-0.010389	-0.008739	-0.005962	-0.012691
-0.013496	-0.010156	-0.011994	-0.009782	-0.008078	-0.010749	-0.010297
-0.01333	-0.013139	-0.015537	-0.007302	-0.013763	-0.014675	-0.010127
-0.013179	-0.008326	-0.007337	-0.011853	-0.010807	-0.017288	-0.010593
-0.013244	-0.011276	-0.011301	-0.0129	-0.010185	-0.008608	-0.011393
-0.013274	-0.007203	-0.011651	-0.012299	-0.01269	-0.006318	-0.010064
-0.013033	-0.010724	-0.005864	-0.00691	-0.013292	-0.012086	-0.013346
-0.012959	-0.012774	-0.013112	-0.014352	-0.012737	-0.012511	-0.013465
-0.012857	-0.014004	-0.011137	-0.011258	-0.005499	-0.014275	-0.005801
-0.01295	-0.008954	-0.018185	-0.007044	-0.016359	-0.010968	-0.01221
-0.012965	-0.011649	-0.010361	-0.015095	-0.006891	-0.00745	-0.011879
-0.012994	-0.012341	-0.009239	-0.00959	-0.00935	-0.015634	-0.008964
-0.013004	-0.008212	-0.009321	-0.012757	-0.012283	-0.013233	-0.010614
-0.012923	-0.01403	-0.00868	-0.006791	-0.009992	-0.007386	-0.013482
-0.013087	-0.009659	-0.0164	-0.013524	-0.007287	-0.010663	-0.008314
-0.013098	-0.012731	-0.006557	-0.01193	-0.005851	-0.008045	-0.013546
-0.012972	-0.0076	-0.012143	-0.010761	-0.015079	-0.007514	-0.017271
-0.013181	-0.012852	-0.012673	-0.010119	-0.014281	-0.009038	-0.009845
-0.013099	-0.011657	-0.01175	-0.01185	-0.011687	-0.007767	-0.012818
-0.013098	-0.012822	-0.010792	-0.009923	-0.010196	-0.014518	-0.008539
-0.012966	-0.002076	-0.008875	-0.014087	-0.010447	-0.007044	-0.002784
-0.01308	-0.013146	-0.017566	-0.008388	-0.013031	-0.011426	-0.009816
-0.012995	-0.01349	-0.011603	-0.009492	-0.009755	-0.010787	-0.015068
-0.012954	-0.011676	-0.01006	-0.00931	-0.007591	-0.007982	-0.010225
-0.013259	-0.007359	-0.01022	-0.009494	-0.009369	-0.01164	-0.010183
-0.013343	-0.01155	-0.016593	-0.009778	-0.008582	-0.008995	-0.010608
-0.013156	-0.014014	-0.016347	-0.012852	-0.010304	-0.005057	-0.009089
-0.013236	-0.009398	-0.009911	-0.012284	-0.006636	-0.010252	-0.010812
-0.013366	-0.011106	-0.007727	-0.012177	-0.012747	-0.008307	-0.012391
-0.013294	-0.009016	-0.005765	-0.005202	-0.013683	-0.01349	-0.016898
-0.013373	-0.010683	-0.011745	-0.011785	-0.011106	-0.014089	-0.006973
-0.013485	-0.007265	-0.011665	-0.009563	-0.010583	-0.010177	-0.008437
-0.013475	-0.015327	-0.010706	-0.007846	-0.004782	-0.014489	-0.012913
-0.013204	-0.010338	-0.006649	-0.011488	-0.015302	-0.010946	-0.010604
-0.013312	-0.012433	-0.009085	-0.008274	-0.006308	-0.014932	-0.009517
-0.013158	-0.008485	-0.011893	-0.007543	-0.013968	-0.009259	-0.010039
-0.013332	-0.010761	-0.011386	-0.011064	-0.012986	-0.008161	-0.009671
-0.013812	-0.013248	-0.011301	-0.013005	-0.007832	-0.015004	-0.007743
-0.013399	-0.013575	-0.013364	-0.014184	-0.012708	-0.008403	-0.014853
-0.013515	-0.008877	-0.014452	-0.008003	-0.013513	-0.008822	-0.010493
-0.01351	-0.010508	-0.008706	-0.012694	-0.014979	-0.012093	-0.003447
-0.013575	-0.011185	-0.010176	-0.011436	-0.007581	-0.011852	-0.012459
-0.013367	-0.009188	-0.013318	-0.012934	-0.008658	-0.014802	-0.012185
-0.013561	-0.005894	-0.012183	-0.00637	-0.015056	-0.007721	-0.00763
-0.013884	-0.012892	-0.014288	-0.017417	-0.001151	-0.008181	-0.011458
-0.013801	-0.00947	-0.008073	-0.012267	-0.015355	-0.006976	-0.011728
-0.014005	-0.009258	-0.010528	-0.011895	-0.014275	-0.013994	-0.002059
-0.013981	-0.011245	-0.009716	-0.009977	-0.012985	-0.010735	-0.014881
-0.01406	-0.008509	-0.009648	-0.017266	-0.009654	-0.007261	-0.010666
-0.014028	-0.009722	-0.009527	-0.010191	-0.011046	-0.008915	-0.012285
-0.014089	-0.006636	-0.009335	-0.011795	-0.01375	-0.00887	-0.013531
-0.014132	-0.012986	-0.01816	-0.014527	-0.009003	-0.017564	-0.010454
-0.013824	-0.010733	-0.013233	-0.007708	-0.010667	-0.011834	-0.010814
-0.013862	-0.010126	-0.008198	-0.008245	-0.013909	-0.01106	-0.014233
-0.013751	-0.007339	-0.007845	-0.013174	-0.008898	-0.013515	-0.012183
-0.014136	-0.011786	-0.009367	-0.014523	-0.00821	-0.007341	-0.002203
-0.014058	-0.012353	-0.011194	-0.007878	-0.008883	-0.01205	-0.009433
-0.014153	-0.011505	-0.011387	-0.013312	-0.013442	-0.012284	-0.013845
-0.014004	-0.010881	-0.00666	-0.008028	-0.012332	-0.011954	-0.015386
-0.014166	-0.009165	-0.011333	-0.011201	-0.006331	-0.00985	-0.008024
-0.013907	-0.012266	-0.013411	-0.008738	-0.016724	-0.011766	-0.008102
-0.014095	-0.00858	-0.016047	-0.012722	-0.010406	-0.011673	-0.011029
-0.013888	-0.008248	-0.010397	-0.008118	-0.010041	-0.007927	-0.009925
-0.013683	-0.008608	-0.013194	-0.012349	-0.010029	-0.010202	-0.016081
-0.014186	-0.014706	-0.013976	-0.010191	-0.011145	-0.010054	-0.01593
-0.013718	-0.008193	-0.012529	-0.014637	-0.011527	-0.009941	-0.004953
-0.014134	-0.011795	-0.010112	-0.00986	-0.008417	-0.012924	-0.005739
-0.013825	-0.01295	-0.007734	-0.013576	-0.017726	-0.003925	-0.007999
-0.013629	-0.015216	-0.014651	-0.010118	-0.01281	-0.009685	-0.008175
-0.013752	-0.008132	-0.009359	-0.011808	-0.012482	-0.009371	-0.009571
-0.013728	-0.012556	-0.012543	-0.006642	-0.012689	-0.010787	-0.008134
-0.013495	-0.011848	-0.010413	-0.015488	-0.011639	-0.013367	-0.012159
-0.013688	-0.010166	-0.010117	-0.011063	-0.011339	-0.007474	-0.010992
-0.013613	-0.010143	-0.009474	-0.011046	-0.008219	-0.015	-0.011795
-0.013924	-0.012544	-0.005529	-0.012302	-0.008933	-0.01432	-0.007596
-0.013948	-0.013071	-0.011162	-0.017643	-0.013837	-0.01061	-0.007429
-0.013393	-0.00739	-0.011582	-0.012237	-0.003753	-0.014657	-0.01267
-0.013532	-0.010073	-0.010567	-0.012076	-0.010097	-0.00594	-0.008745
-0.013544	-0.015801	-0.009594	-0.008581	-0.009244	-0.013555	-0.013474
-0.013533	-0.010797	-0.010806	-0.013955	-0.008589	-0.011234	-0.011801
-0.013293	-0.004683	-0.015791	-0.011073	-0.01233	-0.012945	-0.013257
-0.012888	-0.011594	-0.008904	-0.010697	-0.009409	-0.011019	-0.01239
-0.013352	-0.011532	-0.011915	-0.018268	-0.010703	-0.006739	-0.013999
-0.013152	-0.008645	-0.011271	-0.011142	-0.007425	-0.010659	-0.009932
-0.012846	-0.010293	-0.009787	-0.011123	-0.010112	-0.012385	-0.009547
-0.013137	-0.012201	-0.010697	-0.010442	-0.012086	-0.008429	-0.008862
-0.013017	-0.009017	-0.010601	-0.008532	-0.011333	-0.015099	-0.009416
-0.012724	-0.009855	-0.01053	-0.006515	-0.01001	-0.00899	-0.017012
-0.013282	-0.010826	-0.010086	-0.010384	-0.010343	-0.008997	-0.025337
-0.012452	-0.013182	-0.008669	-0.007319	-0.011141	-0.013579	-0.008761
-0.012798	-0.007333	-0.01023	-0.009405	-0.011097	-0.011855	-0.013562
-0.012613	-0.011237	-0.01331	-0.008027	-0.006169	-0.010905	-0.013744
-0.012674	-0.011429	-0.011032	-0.011701	-0.013116	-0.009855	-0.00981
-0.012633	-0.01013	-0.006506	-0.010174	-0.013887	-0.008357	-0.010801
-0.012806	-0.013326	-0.011111	-0.016488	-0.012053	-0.015139	-0.009875
-0.012395	-0.009322	-0.011583	-0.008653	-0.009607	-0.012002	-0.008316
-0.012348	-0.011669	-0.011095	-0.016373	-0.014659	-0.005001	-0.012837
-0.012139	-0.006456	-0.00712	-0.01036	-0.011123	-0.010776	-0.015941
-0.01246	-0.011985	-0.008385	-0.014669	-0.010199	-0.012084	-0.009065
-0.01197	-0.009869	-0.012282	-0.009964	-0.011543	-0.014675	-0.009848
-0.012307	-0.010118	-0.008148	-0.016273	-0.009493	-0.006413	-0.012737
-0.012209	-0.00749	-0.008869	-0.012573	-0.010146	-0.010388	-0.014757
-0.012337	-0.010312	-0.008907	-0.007206	-0.009628	-0.014447	-0.00862
-0.012005	-0.011975	-0.011817	-0.009545	-0.010648	-0.0154	-0.014219
-0.012333	-0.011759	-0.0085	-0.012066	-0.013425	-0.011824	-0.010931
-0.012458	-0.005669	-0.002493	-0.009067	-0.007622	-0.007831	-0.004775
-0.012343	-0.015532	-0.014082	-0.004612	-0.012484	-0.011072	-0.01132
-0.01224	-0.012545	-0.011508	-0.018192	-0.007131	-0.011069	-0.011776
-0.012255	-0.012193	-0.01234	-0.007896	-0.010275	-0.013129	-0.00769
-0.012293	-0.010447	-0.01222	-0.008265	-0.009576	-0.012799	-0.012345
-0.012147	-0.013809	-0.009761	-0.005196	-0.012407	-0.009196	-0.007481
-0.011996	-0.013953	-0.015593	-0.010587	-0.011227	-0.006139	-0.007105
-0.012082	-0.006586	-0.009794	-0.007744	-0.010413	-0.007721	-0.014668
-0.011941	-0.014193	-0.007978	-0.006803	-0.013402	-0.01588	-0.011592
-0.012137	-0.012884	-0.011596	-0.009294	-0.011008	-0.007918	-0.012065
-0.012084	-0.014917	-0.009306	-0.014138	-0.015459	-0.012413	-0.010204
-0.012087	-0.00746	-0.015159	-0.011667	-0.010886	-0.01384	-0.009865
-0.011759	-0.014238	-0.006716	-0.01071	-0.009661	-0.011345	-0.007112
-0.011894	-0.0133	-0.011531	-0.009451	-0.009847	-0.012032	-0.013028
-0.011925	-0.009945	-0.00934	-0.015125	-0.00969	-0.012293	-0.012275
-0.011633	-0.012939	-0.012606	-0.010516	-0.011791	-0.009177	-0.011817
-0.011668	-0.013034	-0.010677	-0.006858	-0.010985	-0.007429	-0.012733
-0.011921	-0.012045	-0.008381	-0.014165	-0.014465	-0.00979	-0.011583
-0.011562	-0.011015	-0.013389	-0.01348	-0.010775	-0.011126	-0.00892
-0.011723	-0.009113	-0.011517	-0.010184	-0.006334	-0.011191	-0.012885
-0.011709	-0.003544	-0.014143	-0.008742	-0.01349	-0.014302	-0.013572
-0.011905	-0.01219	-0.010096	-0.01565	-0.010177	-0.014246	-0.013943
-0.01194	-0.007937	-0.011512	-0.012031	-0.011164	-0.013278	-0.011423
-0.011519	-0.011516	-0.013572	-0.012133	-0.009646	-0.016497	-0.010061
-0.011484	-0.009697	-0.010943	-0.011841	-0.015478	-0.005252	-0.005343
-0.011808	-0.010549	-0.008599	-0.014095	-0.009264	-0.012245	-0.015213
-0.011453	-0.00792	-0.009722	-0.007756	-0.005987	-0.005313	-0.012608
-0.011437	-0.011041	-0.010292	-0.011984	-0.010355	-0.013228	-0.0095
-0.011591	-0.01045	-0.012671	-0.015538	-0.009642	-0.008872	-0.012041
-0.011887	-0.013508	-0.008225	-0.014312	-0.008798	-0.007235	-0.013278
-0.011569	-0.008439	-0.009611	-0.009024	-0.01136	-0.013465	-0.007482
-0.011566	-0.00799	-0.010767	-0.009632	-0.011277	-0.013072	-0.014398
-0.011814	-0.012219	-0.010683	-0.014424	-0.010235	-0.012952	-0.016463
-0.011335	-0.010002	-0.011361	-0.010772	-0.00773	-0.014659	-0.013572
-0.011231	-0.012195	-0.008764	-0.010769	-0.010206	-0.008381	-0.009578
-0.01145	-0.006786	-0.012836	-0.014029	-0.00873	-0.012797	-0.01147
-0.011515	-0.010202	-0.008537	-0.011087	-0.006861	-0.012617	-0.012478
-0.011363	-0.00921	-0.011858	-0.011237	-0.012853	-0.007589	-0.01002
-0.011648	-0.012626	-0.00956	-0.010793	-0.00871	-0.008282	-0.012517
-0.01148	-0.01097	-0.01305	-0.008386	-0.012532	-0.010669	-0.011054
-0.011573	-0.012773	-0.01072	-0.009929	-0.008606	-0.017041	-0.008407
-0.011283	-0.009721	-0.004925	-0.011161	-0.014287	-0.012375	-0.014393
-0.011593	-0.006014	-0.012479	-0.012221	-0.011675	-0.01021	-0.010017
-0.011727	-0.010152	-0.007685	-0.009195	-0.007707	-0.010293	-0.008478
-0.01143	-0.012181	-0.005787	-0.010562	-0.014514	-0.012669	-0.01304
-0.011358	-0.010225	-0.0083	-0.009262	-0.013235	-0.012286	-0.010111
-0.011465	-0.007398	-0.008995	-0.011955	-0.010845	-0.007201	-0.005841
-0.011457	-0.012198	-0.01515	-0.011545	-0.009673	-0.010891	-0.008274
-0.01144	-0.012546	-0.007399	-0.014951	-0.016573	-0.013306	-0.008001
-0.011462	-0.009799	-0.010145	-0.007424	-0.013648	-0.012126	-0.004118
-0.011639	-0.007125	-0.011221	-0.006723	-0.005631	-0.011017	-0.012812
-0.011582	-0.019083	-0.00923	-0.006898	-0.014892	-0.006213	-0.010065
-0.01169	-0.009685	-0.011789	-0.015506	-0.007671	-0.009573	-0.008563
-0.011669	-0.008677	-0.010177	-0.008897	-0.015713	-0.016292	-0.012361
-0.011816	-0.011426	-0.011567	-0.008685	-0.002921	-0.006788	-0.012113
-0.011748	-0.016904	-0.014638	-0.005621	-0.013092	-0.01084	-0.007728
-0.011657	-0.013727	-0.006221	-0.008338	-0.013291	-0.003095	-0.010962
-0.01198	-0.009474	-0.013024	-0.009234	-0.011611	-0.015724	-0.011969
-0.011953	-0.012874	-0.015189	-0.015301	-0.016737	-0.015484	-0.006218
-0.012061	-0.01106	-0.006572	-0.0108	-0.012514	-0.008432	-0.013075
-0.011827	-0.012225	-0.01047	-0.007986	-0.014655	-0.010055	-0.011993
-0.011788	-0.005775	-0.011309	-0.011552	-0.007283	-0.006228	-0.009002
-0.012255	-0.012486	-0.013296	-0.014508	-0.015554	-0.010675	-0.015299
-0.01189	-0.011006	-0.008064	-0.008631	-0.009592	-0.010486	-0.011141
-0.012037	-0.010766	-0.005401	-0.013299	-0.00458	-0.007632	-0.007734
-0.012287	-0.005327	-0.011872	-0.010092	-0.012611	-0.008701	-0.012722
-0.012231	-0.013211	-0.011384	-0.006884	-0.009665	-0.008671	-0.015008
-0.01188	-0.013107	-0.010241	-0.009812	-0.013445	-0.011759	-0.010403
-0.01212	-0.010369	-0.01162	-0.011649	-0.01292	-0.011622	-0.012044
-0.012056	-0.008411	-0.006951	-0.007792	-0.011921	-0.007661	-0.012917
-0.012053	-0.015909	-0.011977	-0.008543	-0.018456	-0.015264	-0.008696
-0.012136	-0.010213	-0.005023	-0.010056	-0.008718	-0.01245	-0.01322
-0.012353	-0.006512	-0.012192	-0.012299	-0.012571	-0.011325	-0.00852
-0.012392	-0.01365	-0.015301	-0.007431	-0.010214	-0.01034	-0.012665
-0.012349	-0.010657	-0.004845	-0.012517	-0.017162	-0.010183	-0.013489
-0.012677	-0.012856	-0.010315	-0.012873	-0.011141	-0.010031	-0.009317
-0.012689	-0.007185	-0.010854	-0.013471	-0.010336	-0.014027	-0.007935
-0.012496	-0.012447	-0.016013	-0.008056	-0.015752	-0.00724	-0.011634
-0.012631	-0.013116	-0.010364	-0.014759	-0.010054	-0.012667	-0.013494
-0.012505	-0.016955	-0.006561	-0.010885	-0.010152	-0.009816	-0.008848
-0.012621	-0.009599	-0.01202	-0.010102	-0.010998	-0.011661	-0.013065
-0.01265	-0.014059	-0.01039	-0.007431	-0.013669	-0.011774	-0.008
-0.012897	-0.012522	-0.011144	-0.013164	-0.010655	-0.008769	-0.007821
-0.012892	-0.012861	-0.010332	-0.008728	-0.008692	-0.011244	-0.014832
-0.012739	-0.004041	-0.010941	-0.011205	-0.008058	-0.013161	-0.0135
-0.012833	-0.009778	-0.011421	-0.00823	-0.010309	-0.014877	-0.010537
-0.013036	-0.01072	-0.009008	-0.01302	-0.010223	-0.014155	-0.009972
-0.012917	-0.013925	-0.009054	-0.004042	-0.009624	-0.006731	-0.012214
-0.01317	-0.010353	-0.029396	-0.014316	-0.01662	-0.010629	-0.00855
-0.013151	-0.014415	-0.009352	-0.008106	-0.01164	-0.009594	-0.0108
-0.013426	-0.015729	-0.006735	-0.007524	-0.009572	-0.01033	-0.013094
-0.0134	-0.009272	-0.007983	-0.010065	-0.009459	-0.011615	-0.010901
-0.013279	-0.008209	-0.011719	-0.014362	-0.008177	-0.010143	-0.004469
-0.013454	-0.011494	-0.011732	-0.010275	-0.013985	-0.011772	-0.013762
-0.01359	-0.009217	-0.007841	-0.013611	-0.009773	-0.014719	-0.014918
-0.013363	-0.011239	-0.008023	-0.011201	-0.013448	-0.009204	-0.008364
-0.012955	-0.011091	-0.013561	-0.010036	-0.015345	-0.011025	-0.016142
-0.013246	-0.009501	-0.014148	-0.007006	-0.008595	-0.009675	-0.010112
-0.01349	-0.014527	-0.009583	-0.012042	-0.008573	-0.014139	-0.008036
-0.013538	-0.006154	-0.013747	-0.007649	-0.009753	-0.011184	-0.013314
-0.013496	-0.012458	-0.016115	-0.008968	-0.010776	-0.002597	-0.015611
-0.013609	-0.008617	-0.012468	-0.003497	-0.009067	-0.015151	-0.01092
-0.013554	-0.010679	-0.013795	-0.006894	-0.0095	-0.011248	-0.01286
-0.013598	-0.011524	-0.009178	-0.00833	-0.008795	-0.011085	-0.008009
-0.013712	-0.009613	-0.010991	-0.012359	-0.008431	-0.013003	-0.007928
-0.013745	-0.016786	-0.015354	-0.011427	-0.009857	-0.01087	-0.011911
-0.013753	-0.014837	-0.006269	-0.010778	-0.009999	-0.013984	-0.011662
-0.013676	-0.008966	-0.012	-0.008012	-0.013329	-0.009498	-0.00884
-0.013764	-0.008916	-0.010159	-0.011992	-0.013032	-0.010558	-0.011158
-0.014106	-0.013902	-0.01253	-0.010304	-0.009486	-0.013822	-0.007888
-0.014008	-0.010785	-0.011	-0.012664	-0.010884	-0.00636	-0.01161
-0.013942	-0.009501	-0.007971	-0.004667	-0.009974	-0.007637	-0.011803
-0.014061	-0.009379	-0.013283	-0.014957	-0.014259	-0.011926	-0.011686
-0.01431	-0.01172	-0.009043	-0.010527	-0.008441	-0.010524	-0.008497
-0.013987	-0.010581	-0.012962	-0.008078	-0.013084	-0.013488	-0.011536
-0.014173	-0.010461	-0.009833	-0.007712	-0.009992	-0.008863	-0.01049
-0.014445	-0.010546	-0.016106	-0.013679	-0.008532	-0.011676	-0.01001
-0.014322	-0.012113	-0.013127	-0.010029	-0.009316	-0.010469	-0.011345
-0.014386	-0.012365	-0.008025	-0.010908	-0.011237	-0.010276	-0.011467
-0.014075	-0.007192	-0.008017	-0.013338	-0.014515	-0.009262	-0.007798
-0.014547	-0.006899	-0.008771	-0.012298	-0.009467	-0.011341	-0.013485
-0.014043	-0.007956	-0.014697	-0.007222	-0.007426	-0.013634	-0.01689
-0.014019	-0.012094	-0.010572	-0.016432	-0.014685	-0.009081	-0.008807
-0.014172	-0.005767	-0.010478	-0.011541	-0.008945	-0.003601	-0.00912
-0.014391	-0.011303	-0.014702	-0.008911	-0.009462	-0.00731	-0.008277
-0.014203	-0.011799	-0.013938	-0.011734	-0.008822	-0.012092	-0.006821
-0.014133	-0.014285	-0.010102	-0.017048	-0.011987	-0.007665	-0.010551
-0.014242	-0.007194	-0.008218	-0.01307	-0.00957	-0.011809	-0.011581
-0.013982	-0.012166	-0.011319	-0.010839	-0.011464	-0.013288	-0.011822
-0.01388	-0.015279	-0.017096	-0.010663	-0.009256	-0.010782	-0.007616
-0.013997	-0.009892	-0.009277	-0.013396	-0.011889	-0.014879	-0.012089
-0.014154	-0.010215	-0.014522	-0.006	-0.010161	-0.005728	-0.00739
-0.01421	-0.007943	-0.009189	-0.009712	-0.007898	-0.008749	-0.01416
-0.014313	-0.013321	-0.010756	-0.012767	-0.011092	-0.011948	-0.013153
-0.014049	-0.009932	-0.013455	-0.01365	-0.008784	-0.010564	-0.01055
-0.014194	-0.010186	-0.008642	-0.010145	-0.011776	-0.009549	-0.005435
-0.014034	-0.011434	-0.007331	-0.014284	-0.011971	-0.011697	-0.008781
-0.013914	-0.0139	-0.00986	-0.013984	-0.013355	-0.013648	-0.008832
-0.013952	-0.004624	-0.012233	-0.010905	-0.010227	-0.013462	-0.007066
-0.013791	-0.00889	-0.005873	-0.01076	-0.010564	-0.006562	-0.012918
-0.013819	-0.011405	-0.009232	-0.012898	-0.009171	-0.012328	-0.01194
-0.013959	-0.0087	-0.011985	-0.010405	-0.010885	-0.014543	-0.011896
-0.01415	-0.008395	-0.011869	-0.009745	-0.010651	-0.005433	-0.012767
-0.013805	-0.00892	-0.013219	-0.011351	-0.011967	-0.01113	-0.009048
-0.013747	-0.011776	-0.008635	-0.01797	-0.012754	-0.010095	-0.007212
-0.013892	-0.00918	-0.010084	-0.010762	-0.011172	-0.011652	-0.012168
-0.014031	-0.011266	-0.015024	-0.012906	-0.00825	-0.014109	-0.012443
-0.013682	-0.009075	-0.006517	-0.011593	-0.013662	-0.009018	-0.009015
-0.013678	-0.011102	-0.010217	-0.013439	-0.010547	-0.010303	-0.010697
-0.013884	-0.007576	-0.007878	-0.008972	-0.011864	-0.010478	-0.011518
-0.013662	-0.009052	-0.012181	-0.012852	-0.007982	-0.013012	-0.009204
-0.013575	-0.011224	-0.011039	-0.010801	-0.013704	-0.011243	-0.010414
-0.01362	-0.01221	-0.005133	-0.008053	-0.011296	-0.008117	-0.011437
-0.013623	-0.0145	-0.011816	-0.008114	-0.010771	-0.00824	-0.011468
-0.013538	-0.005368	-0.01085	-0.010522	-0.009939	-0.008349	-0.00384
-0.013577	-0.014513	-0.011043	-0.012717	-0.011481	-0.011457	-0.012237
-0.013367	-0.010118	-0.010128	-0.006978	-0.01253	-0.007417	-0.010255
-0.013542	-0.012249	-0.010719	-0.008651	-0.010966	-0.009644	-0.009295
-0.013318	-0.010736	-0.010692	-0.010745	-0.013873	-0.015362	-0.011153
-0.013407	-0.011852	-0.012222	-0.007944	-0.013127	-0.00998	-0.012361
-0.013342	-0.01789	-0.006826	-0.010229	-0.014389	-0.011052	-0.012409
-0.013103	-0.007604	-0.012285	-0.008645	-0.009131	-0.014492	-0.012856
-0.013387	-0.011744	-0.012113	-0.009704	-0.007217	-0.010999	-0.013668
-0.01314	-0.009654	-0.013258	-0.006753	-0.01116	-0.008628	-0.010863
-0.013377	-0.014033	-0.013229	-0.01004	-0.010146	-0.007093	-0.013545
-0.013178	-0.006443	-0.007649	-0.010068	-0.00861	-0.011888	-0.013043
-0.013162	-0.014325	-0.016517	-0.014082	-0.006129	-0.01369	-0.009249
-0.01294	-0.015452	-0.011272	-0.005953	-0.013417	-0.007453	-0.009168
-0.013186	-0.015146	-0.007811	-0.015859	-0.011542	-0.011171	-0.012606
-0.012692	-0.006196	-0.014782	-0.007313	-0.009226	-0.009045	-0.01392
-0.012707	-0.012381	-0.011149	-0.01527	-0.01464	-0.013119	-0.008309
-0.012808	-0.012868	-0.011714	-0.003779	-0.008409	-0.010994	-0.012208
-0.01307	-0.006891	-0.010735	-0.013747	-0.011846	-0.0102	-0.009213
-0.012726	-0.011487	-0.008443	-0.007325	-0.007622	-0.011558	-0.009081
-0.012949	-0.010614	-0.013405	-0.011029	-0.013712	-0.012858	-0.009592
-0.01282	-0.00933	-0.005159	-0.011434	-0.013589	-0.012873	-0.013272
-0.012558	-0.009452	-0.010308	-0.01474	-0.011824	-0.010207	-0.010718
-0.012749	-0.015911	-0.008518	-0.009411	-0.006323	-0.005852	-0.010423
-0.012838	-0.012321	-0.008392	-0.01094	-0.012788	-0.011459	-0.012008
-0.012622	-0.009451	-0.007662	-0.009297	-0.015108	-0.009315	-0.008447
-0.012321	-0.007546	-0.008253	-0.015476	-0.008662	-0.006803	-0.011538
-0.012691	-0.012486	-0.01104	-0.009074	-0.012631	-0.010724	-0.011724
-0.01283	-0.014001	-0.010385	-0.014563	-0.011975	-0.00857	-0.012325
-0.012637	-0.0063	-0.011386	-0.006301	-0.01492	-0.016226	-0.010712
-0.012665	-0.011408	-0.013233	-0.013626	-0.006335	-0.010379	-0.012895
-0.012891	-0.014915	-0.005785	-0.011152	-0.014194	-0.00793	-0.012713
-0.012435	-0.012775	-0.012827	-0.016154	-0.012507	-0.010647	-0.008374
-0.012615	-0.010982	-0.014354	-0.005945	-0.013142	-0.012406	-0.010432
-0.012734	-0.014493	-0.011455	-0.008859	-0.010241	-0.009865	-0.006162
-0.012502	-0.010141	-0.010004	-0.011759	-0.009022	-0.01287	-0.00714
-0.012489	-0.006888	-0.00624	-0.0093	-0.014339	-0.008905	-0.012938
-0.012749	-0.012442	-0.010875	-0.009956	-0.006286	-0.017722	-0.012418
-0.012761	-0.009484	-0.011232	-0.010234	-0.009455	-0.01349	-0.006677
-0.012663	-0.009574	-0.010165	-0.012154	-0.011538	-0.01074	-0.012716
-0.01238	-0.003369	-0.016018	-0.010138	-0.011808	-0.011813	-0.008426
-0.012646	-0.013826	-0.013015	-0.012072	-0.010867	-0.006287	-0.009399
-0.012358	-0.007206	-0.011931	-0.00766	-0.008023	-0.013216	-0.016161
-0.012201	-0.013147	-0.008146	-0.010594	-0.013152	-0.013137	-0.009911
-0.012223	-0.009123	-0.014127	-0.00928	-0.013721	-0.009121	-0.003042
-0.012175	-0.012454	-0.009805	-0.009967	-0.011236	-0.008854	-0.008585
-0.012012	-0.01264	-0.007036	-0.011068	-0.010669	-0.011814	-0.010607
-0.012036	-0.00862	-0.010783	-0.007364	-0.012384	-0.011398	-0.012089
-0.01229	-0.012266	-0.012059	-0.012785	-0.01218	-0.010068	-0.012854
-0.012534	-0.011206	-0.008129	-0.012472	-0.007702	-0.009299	-0.013048
-0.012371	-0.012806	-0.012079	-0.011374	-0.009952	-0.010754	-0.008961
-0.012295	-0.008709	-0.008528	-0.014078	-0.013144	-0.009192	-0.014665
-0.012295	-0.013631	-0.004801	-0.009838	-0.012587	-0.009341	-0.012726
-0.012086	-0.013144	-0.008413	-0.010606	-0.00615	-0.008327	-0.011035
-0.012132	-0.006277	-0.009295	-0.008857	-0.009163	-0.012919	-0.009233
